"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","370230","TestBootstrapSuite/TestBootstrapWithAutoDiscoveredProxyUsingOverrideJSON","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","246380","TestBootstrapSuite/TestBootstrapWithMgmtVLAN","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","342530","TestStorageSuite/TestZFSDiskLayout","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/storage","github.com/lf-edge/eve/evetest/tests/storage",""
"","282070","TestBootstrapSuite/TestBootstrapWithManualProxyConfig","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","0","TestDatastoreSuite/TestAzureDatastore","","2026-09-07","skipped","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","270310","TestDeviceConnectivitySuite/TestDeviceIPv6Connectivity","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","659050","TestAppsSuite/TestPurgeNeverActivatedApp","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/apps","github.com/lf-edge/eve/evetest/tests/apps",""
"","237990","TestStorageSuite/TestVolumeSizeAlignment","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/storage","github.com/lf-edge/eve/evetest/tests/storage",""
"","178650","TestApplicationConnectivitySuite/TestSwitchNetInstanceACLsWithFlowLog","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","599100","TestDiagSuite/TestDiagOutput","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/diag","github.com/lf-edge/eve/evetest/tests/diag",""
"","247910","TestBootstrapSuite/TestBootstrapWithLastResortDisabled","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","250860","TestDeviceConnectivitySuite/TestLACPBond","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","192080","TestLPSSuite/TestRadioSilence","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/lps","github.com/lf-edge/eve/evetest/tests/lps",""
"","271260","TestBootstrapSuite/TestBootstrapWithTransparentProxy","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","581460","TestApplicationConnectivitySuite/TestNICCountChange","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","347880","TestDeviceConnectivitySuite/TestDHCPIPv4Only","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","259709","TestBootstrapSuite/TestBootstrapWithStaticIPUsingOverrideJSON","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","467380","TestApplicationConnectivitySuite/TestLimitedIPSpace","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","593040","TestTelemetrySuite/TestDeviceInfo","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/telemetry","github.com/lf-edge/eve/evetest/tests/telemetry",""
"","388100","TestAppsSuite/TestVNC","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/apps","github.com/lf-edge/eve/evetest/tests/apps",""
"","755510","TestApplicationConnectivitySuite/TestNetworkAdapterPassthrough","","2026-09-07","failed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","117740","TestApplicationConnectivitySuite/TestSwitchNI","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","1681600","TestUpgradeSuite/TestEVEUpgradeKubevirtToKubevirt","","2026-09-07","failed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/upgrade","github.com/lf-edge/eve/evetest/tests/upgrade",""
"","800700","TestDeviceConnectivitySuite/TestPNACWithoutProxy","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","235010","TestPcibackErrorSuite/TestReportMissingDevice","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","300440","TestDeviceConnectivitySuite/TestActiveBackupBond","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","117220","TestTelemetrySuite/TestFaultyConfig","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/telemetry","github.com/lf-edge/eve/evetest/tests/telemetry",""
"","864900","TestStorageSuite/TestVaultZvolTrimReclaimsBlocks","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/storage","github.com/lf-edge/eve/evetest/tests/storage",""
"","420430","TestLPSSuite/TestAppLocalInfo","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/lps","github.com/lf-edge/eve/evetest/tests/lps",""
"","135920","TestApplicationConnectivitySuite/TestAirGapSwitchNI","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","317610","TestTelemetrySuite/TestRemoteLogLevelNone","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/telemetry","github.com/lf-edge/eve/evetest/tests/telemetry",""
"","135160","TestAppsSuite/TestAppInstanceMetadata","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/apps","github.com/lf-edge/eve/evetest/tests/apps",""
"","428960","TestApplicationConnectivitySuite/TestApplicationGateway","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","42160","TestTelemetrySuite/TestDeviceLogs","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/telemetry","github.com/lf-edge/eve/evetest/tests/telemetry",""
"","264250","TestDeviceConnectivitySuite/TestNetworkConfigFallback","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","509790","TestApplicationConnectivitySuite/TestSwitchNIWithMultiplePorts","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","2753600","TestAppsSuite","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/apps","github.com/lf-edge/eve/evetest/tests/apps",""
"","509540","TestApplicationConnectivitySuite/TestAccessVLANs","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","679640","TestPcibackErrorSuite","","2026-09-07","passed","2026-09-07","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
